Day/Time	2015	2016	2017	2018	2019	2022	2023	AVERAGE	MODE	MAX	MIN	AVERAGE+MARGIN
Sunday 03:45	1	1	3	1	9	7	0	3.67	1	9	1	7
Sunday 04:00	7	2	1	2	13	11	1	5.29	2	13	1	9
Sunday 04:15	9	2	1	4	15	8	1	5.71	4	15	1	9
Sunday 04:30	7	2	3	3	9	9	0	5.5	3	9	2	9
Sunday 04:45	7	2	5	1	6	4	0	4.17	4	7	1	8
Sunday 05:00	8	4	5	7	4	2	0	5	4	8	2	8
Sunday 05:15	9	5	1	8	4	1	0	4.67	4	9	1	8
Sunday 05:30	4	5	5	4	4	1	0	3.83	4	5	1	7
Sunday 05:45	5	5	4	2	3	0	0	3.8	4	5	2	7
Sunday 06:00	3	3	4	0	4	0	0	3.5	3	4	3	7
Sunday 06:15	3	2	3	0	3	0	0	2.75	3	3	2	6
Sunday 06:30	4	1	3	5	1	2	0	2.67	2	5	1	6
Sunday 06:45	4	1	2	6	0	2	0	3	2	6	1	6
Sunday 07:00	3	1	0	7	0	1	0	3	1	7	1	6
Sunday 07:15	1	3	0	3	1	1	0	1.8	1	3	1	5
Sunday 07:30	4	2	0	2	3	3	0	2.8	3	4	2	6
Sunday 07:45	3	3	0	2	3	3	1	2.5	3	3	1	6
Sunday 08:00	6	2	6	5	6	4	7	5.14	6	7	2	9
Sunday 08:15	6	1	6	5	6	2	8	4.86	6	8	1	8
Sunday 08:30	10	1	9	3	5	8	7	6.14	7	10	1	10
Sunday 08:45	11	1	9	0	1	6	1	4.83	1	11	1	8
Sunday 09:00	8	3	2	1	6	6	2	4	3	8	1	7
Sunday 09:15	8	3	2	1	11	6	3	4.86	3	11	1	8
Sunday 09:30	8	5	1	2	11	0	3	5	3	11	1	8
Sunday 09:45	7	7	1	3	6	0	2	4.33	3	7	1	8
Sunday 10:00	5	7	1	4	1	0	7	4.17	4	7	1	8
Sunday 10:15	8	8	0	2	9	1	5	5.5	5	9	1	9
Sunday 10:30	9	7	2	2	9	7	5	5.86	7	9	2	9
Sunday 10:45	7	6	2	10	9	7	5	6.57	7	10	2	10
Sunday 11:00	8	4	4	10	11	6	0	7.17	6	11	4	11
Sunday 11:15	7	3	4	9	11	7	1	6	7	11	1	9
Sunday 11:30	2	0	3	10	7	1	1	4	2	10	1	7
Sunday 11:45	3	0	1	9	9	1	1	4	1	9	1	7
Sunday 12:00	9	6	7	3	6	2	3	5.14	6	9	2	9
Sunday 12:15	8	6	9	3	5	2	3	5.14	5	9	2	9
Sunday 12:30	5	6	9	6	2	1	8	5.29	6	9	1	9
Sunday 12:45	4	6	0	5	1	0	7	4.6	5	7	1	8
Sunday 13:00	5	2	7	4	10	0	2	5	4	10	2	8
Sunday 13:15	5	2	7	0	10	0	0	6	5	10	2	9
Sunday 13:30	1	3	7	0	10	0	1	4.4	3	10	1	8
Sunday 13:45	2	3	5	0	11	1	1	3.83	2	11	1	7
Sunday 14:00	5	4	0	1	2	5	1	3	2	5	1	6
Sunday 14:15	5	4	0	1	2	4	2	3	2	5	1	6
Sunday 14:30	3	5	4	1	2	5	4	3.43	4	5	1	7
Sunday 14:45	2	4	4	0	2	4	4	3.33	4	4	2	7
Sunday 15:00	3	2	4	0	5	1	3	3	3	5	1	6
Sunday 15:15	3	2	3	0	5	1	3	2.83	3	5	1	6
Sunday 15:30	3	1	0	0	4	2	3	2.6	3	4	1	6
Sunday 15:45	2	1	0	0	0	2	3	2	2	3	1	5
Sunday 16:00	0	5	9	1	0	2	3	4	3	9	1	7
Sunday 16:15	0	5	9	1	0	1	0	4	1	9	1	7
Sunday 16:30	0	4	1	1	0	1	0	1.75	1	4	1	5
Sunday 16:45	0	4	0	1	0	1	0	2	1	4	1	5
Sunday 17:00	0	0	0	0	7	1	0	4	1	7	1	7
Sunday 17:15	0	0	0	0	7	1	2	3.33	2	7	1	7
Sunday 17:30	0	0	0	0	0	1	2	1.5	1	2	1	5
Sunday 17:45	0	0	0	0	0	1	2	1.5	1	2	1	5
Sunday 18:00	1	4	0	0	4	2	0	2.75	2	4	1	6
Sunday 18:15	1	4	0	0	4	2	0	2.75	2	4	1	6
Sunday 18:30	1	4	0	0	4	2	1	2.4	2	4	1	6
Sunday 18:45	2	4	0	0	2	1	3	2.4	2	4	1	6
Sunday 19:00	2	1	1	1	3	2	3	1.86	2	3	1	5
Sunday 19:15	2	1	1	1	2	2	2	1.57	2	2	1	5
Sunday 19:30	2	1	1	1	2	2	0	1.5	1	2	1	5
Sunday 19:45	2	2	1	0	1	1	1	1.33	1	2	1	5
Sunday 20:00	0	1	0	0	1	0	1	1	1	1	1	4
Sunday 20:15	0	1	0	0	1	0	1	1	1	1	1	4
Sunday 20:30	0	1	0	0	1	0	0	1	1	1	1	4
Sunday 20:45	0	0	0	0	1	0	0	1	1	1	1	4
Sunday 21:00	0	0	0	0	2	0	0	2	2	2	2	5
Sunday 21:15	0	0	0	0	2	0	0	2	2	2	2	5
Sunday 21:30	0	0	0	0	2	0	0	2	2	2	2	5
Sunday 21:45	0	0	0	0	2	0	0	2	2	2	2	5
Sunday 22:00	0	0	0	0	1	0	0	1	1	1	1	4
Sunday 22:15	0	0	0	0	1	0	0	1	1	1	1	4
Sunday 22:30	0	0	0	0	1	0	0	1	1	1	1	4
Sunday 22:45	0	0	0	0	1	0	0	1	1	1	1	4
Sunday 23:00	0	0	0	0	1	0	0	1	1	1	1	4
Sunday 23:15	0	0	0	0	1	0	0	1	1	1	1	4
Sunday 23:30	0	0	0	0	1	0	0	1	1	1	1	4
Sunday 23:45	0	0	0	0	1	0	0	1	1	1	1	4
Monday 00:00	0	0	0	0	1	0	0	1	1	1	1	4
Monday 00:15	0	0	0	0	1	0	0	1	1	1	1	4
Monday 00:30	0	0	0	0	1	0	0	1	1	1	1	4
Monday 00:45	0	0	0	0	1	0	0	1	1	1	1	4
Monday 01:00	0	0	0	0	0	0	0	0	0	0	0	0
Monday 01:15	0	0	0	0	0	0	0	0	0	0	0	0
Monday 01:30	0	0	0	0	1	0	0	1	1	1	1	4
Monday 01:45	0	0	0	0	1	0	0	1	1	1	1	4
Monday 02:00	0	0	0	0	0	0	0	0	0	0	0	0
Monday 02:15	0	0	0	0	0	0	0	0	0	0	0	0
Monday 02:30	0	0	0	0	0	0	0	0	0	0	0	0
Monday 02:45	0	0	0	0	0	0	0	0	0	0	0	0
Monday 03:00	0	0	0	0	0	0	0	0	0	0	0	0
Monday 03:15	0	0	0	0	0	0	0	0	0	0	0	0
Monday 03:30	0	0	0	0	0	0	0	0	0	0	0	0
Monday 03:45	0	0	0	0	0	0	0	0	0	0	0	0
Monday 04:00	0	0	0	0	0	0	0	0	0	0	0	0
Monday 04:15	0	0	0	0	1	0	0	1	1	1	1	4
Monday 04:30	0	0	0	0	1	0	0	1	1	1	1	4
Monday 04:45	0	0	0	0	1	0	0	1	1	1	1	4
Monday 05:00	0	0	0	0	1	0	0	1	1	1	1	4
Monday 05:15	0	0	1	0	1	0	0	1	1	1	1	4
Monday 05:30	0	0	1	0	0	0	0	1	1	1	1	4
Monday 05:45	0	0	1	0	0	0	0	1	1	1	1	4
Monday 06:00	0	0	1	0	0	0	0	1	1	1	1	4
Monday 06:15	0	0	0	0	0	0	0	0	0	0	0	0
Monday 06:30	0	0	0	0	0	0	0	0	0	0	0	0
Monday 06:45	0	0	0	0	0	1	0	1	1	1	1	4
Monday 07:00	0	0	0	0	0	1	0	1	1	1	1	4
Monday 07:15	0	0	0	0	0	1	0	1	1	1	1	4
Monday 07:30	0	0	0	0	0	0	0	0	0	0	0	0
Monday 07:45	0	0	0	0	0	0	0	0	0	0	0	0
Monday 08:00	0	3	5	0	0	0	0	4	3	5	3	7
Monday 08:15	0	3	5	0	0	0	0	4	3	5	3	7
Monday 08:30	0	3	0	0	0	1	0	2	1	3	1	5
Monday 08:45	0	3	0	0	0	1	0	2	1	3	1	5
Monday 09:00	0	0	7	0	0	1	0	4	1	7	1	7
Monday 09:15	0	0	7	0	0	1	0	4	1	7	1	7
Monday 09:30	0	0	7	0	0	1	0	4	1	7	1	7
Monday 09:45	0	0	3	0	0	1	0	2	1	3	1	5
Monday 10:00	0	0	0	7	0	1	0	4	1	7	1	7
Monday 10:15	0	0	0	7	0	1	0	4	1	7	1	7
Monday 10:30	0	0	1	7	0	1	1	2.5	1	7	1	6
Monday 10:45	0	0	1	7	0	1	1	2.5	1	7	1	6
Monday 11:00	0	0	1	0	0	2	1	1.33	1	2	1	5
Monday 11:15	0	0	1	0	0	2	0	1.5	1	2	1	5
Monday 11:30	0	0	0	5	0	2	0	3.5	2	5	2	7
Monday 11:45	0	0	0	5	0	2	0	3.5	2	5	2	7
Monday 12:00	0	0	0	5	0	2	0	3.5	2	5	2	7
Monday 12:15	0	0	0	5	0	2	0	3.5	2	5	2	7
Monday 12:30	0	0	0	0	1	2	0	1.5	1	2	1	5
Monday 12:45	0	0	0	0	1	2	0	1.5	1	2	1	5
Monday 13:00	0	0	0	4	1	2	0	2.33	2	4	1	6
Monday 13:15	0	0	0	4	0	2	0	3	2	4	2	6
Monday 13:30	0	0	0	4	0	2	0	3	2	4	2	6
Monday 13:45	0	0	1	4	0	2	0	2.33	2	4	1	6
Monday 14:00	0	0	1	0	0	2	0	1.5	1	2	1	5
Monday 14:15	1	0	2	1	0	2	0	1.5	1	2	1	5
Monday 14:30	1	0	2	1	0	2	0	1.5	1	2	1	5
Monday 14:45	1	0	0	1	0	2	0	1.33	1	2	1	5
Monday 15:00	0	0	2	0	0	2	0	2	2	2	2	5
Monday 15:15	0	0	2	0	0	2	0	2	2	2	2	5
Monday 15:30	0	0	1	0	0	2	0	1.5	1	2	1	5
Monday 15:45	0	0	1	0	0	2	0	1.5	1	2	1	5
Monday 16:00	0	0	1	0	0	2	0	1.5	1	2	1	5
Monday 16:15	0	0	0	0	0	2	0	2	2	2	2	5
Monday 16:30	0	0	0	0	0	2	0	2	2	2	2	5
Monday 16:45	0	0	0	0	0	2	0	2	2	2	2	5
Monday 17:00	0	0	0	0	0	2	1	1.5	1	2	1	5
Monday 17:15	0	0	0	0	0	2	1	1.5	1	2	1	5
Monday 17:30	0	0	0	0	0	2	1	1.5	1	2	1	5
Monday 17:45	0	0	0	0	0	3	0	3	3	3	3	6
Monday 18:00	0	0	0	1	0	3	0	2	1	3	1	5
Monday 18:15	0	0	0	1	0	3	0	2	1	3	1	5
Monday 18:30	0	0	0	0	0	3	0	3	3	3	3	6
Monday 18:45	0	0	0	0	0	3	0	3	3	3	3	6
Monday 19:00	0	0	0	0	0	3	0	3	3	3	3	6
Monday 19:15	0	0	0	0	0	3	0	3	3	3	3	6
Monday 19:30	0	0	1	0	0	3	0	2	1	3	1	5
Monday 19:45	0	0	1	0	0	3	0	2	1	3	1	5
Monday 20:00	0	0	1	0	0	3	0	2	1	3	1	5
Monday 20:15	0	0	1	0	0	3	0	2	1	3	1	5
Monday 20:30	0	0	1	0	0	2	0	1.5	1	2	1	5
Monday 20:45	0	0	0	0	0	1	0	1	1	1	1	4
Monday 21:00	0	0	0	0	0	1	0	1	1	1	1	4
Monday 21:15	0	0	1	0	0	1	0	1	1	1	1	4
Monday 21:30	0	0	1	0	0	1	0	1	1	1	1	4
Monday 21:45	0	0	1	0	0	1	0	1	1	1	1	4
Monday 22:00	0	0	1	0	0	1	0	1	1	1	1	4
Monday 22:15	0	0	1	0	0	1	0	1	1	1	1	4
Monday 22:30	0	0	0	0	0	1	0	1	1	1	1	4
Monday 22:45	0	0	0	0	0	1	0	1	1	1	1	4
Monday 23:00	0	0	0	0	0	0	0	0	0	0	0	0
Monday 23:15	0	0	0	0	0	0	0	0	0	0	0	0
Monday 23:30	0	0	0	0	0	0	0	0	0	0	0	0
Monday 23:45	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 00:00	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 00:15	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 00:30	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 00:45	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 01:00	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 01:15	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 01:30	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 01:45	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 02:00	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 02:15	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 02:30	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 02:45	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 03:00	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 03:15	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 03:30	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 03:45	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 04:00	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 04:15	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 04:30	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 04:45	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 05:00	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 05:15	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 05:30	0	0	0	0	0	0	0	0	0	0	0	0
Tuesday 05:45	0	0	0	0	0	0	0	0	0	0	0	0
